76,云梦县
334,经开区
0,洪山区
51,鄂州市
0,江岸区
175,浠水县
19,经开区
29,仙桃市
25,蔡甸区
77,仙桃市
0,经开区
3,蔡甸区
17,经开区
0,江汉区
5,天门市
566,东西湖区
190,孝南区
0,仙桃市
40,孝南区
191,孝南区
26,蔡甸区
195,鄂州市
2,孝南区
0,云梦县
204,蔡甸区
0,洪山区
200,咸安区
183,咸安区
0,江夏区
119,蔡甸区
283,经开区
105,仙桃市
686,孝南区
315,仙桃市
10,蔡甸区
496,经开区
61,经开区
42,蔡甸区
22,黄州区
66,江夏区
1243,孝南区
0,浠水县
75,蔡甸区
93,洪山区
72,经开区
426,天门市
0,仙桃市
11,蔡甸区
35,经开区
0,蔡甸区
54,嘉鱼县
215,浠水县
50,仙桃市
94,江汉区
30,咸安区
0,仙桃市
96,咸安区
0,经开区
45,大冶市
0,蔡甸区
0,经开区
35,孝南区
131,经开区
17,仙桃市
45,黄石市区
22,江夏区
9,咸安区
71,经开区
0,黄州区
13,蔡甸区
20,黄州区
175,蔡甸区
95,天门市
29,孝南区
64,云梦县
20,咸安区
0,蔡甸区
13,鄂州市
50,经开区
51,大冶市
0,经开区
4,嘉鱼县
89,孝南区
119,黄陂区
0,武昌区
0,大冶市
0,天门市
0,大冶市
0,江岸区
0,仙桃市
22,咸安区
0,汉川市
0,江夏区
53,经开区
3,孝南区
108,黄石市区
4,江岸区
39,天门市
0,咸安区
0,大冶市
31,咸安区
0,孝南区
0,江夏区
0,仙桃市
38,鄂州市
0,云梦县
0,经开区
0,鄂州市
15,黄州区
251,江岸区
0,东西湖区
0,鄂州市
0,蔡甸区
0,云梦县
0,蔡甸区
0,云梦县
64,黄州区
1,汉川市
0,咸安区
5,新洲区
30,嘉鱼县
0,江岸区
1,咸安区
0,大冶市
0,经开区
8,汉川市
0,江夏区
0,新洲区
0,蔡甸区
0,仙桃市
0,江夏区
0,新洲区
0,蔡甸区
0,洪山区
15,孝南区
0,仙桃市
0,大冶市
20,孝南区
6,江夏区
56,仙桃市
0,孝南区
0,天门市
0,大冶市
0,仙桃市
6,黄石市区
3,蔡甸区
0,咸安区
29,咸安区
0,咸安区
12,东西湖区
13,仙桃市
213,经开区
4,黄石市区
0,云梦县
47,经开区
42,蔡甸区
0,新洲区
41,洪山区
45,蔡甸区
29,孝南区
0,黄州区
0,孝南区
0,天门市
0,仙桃市
0,黄陂区
4,大冶市
42,江夏区
0,经开区
9,经开区
0,咸安区
55,江岸区
10,黄石市区
1,仙桃市
0,黄石市区
0,嘉鱼县
0,江岸区
0,新洲区
0,江夏区
0,嘉鱼县
0,汉阳区
8,云梦县
5,大冶市
1,仙桃市
0,经开区
0,蔡甸区
0,大冶市
5,大冶市
0,经开区
0,仙桃市
0,仙桃市
0,江汉区
35,浠水县
0,蔡甸区
0,嘉鱼县
21,嘉鱼县
0,蔡甸区
0,鄂州市
0,鄂州市
0,云梦县
0,经开区
4,蔡甸区
1,蔡甸区
0,蔡甸区
0,天门市
2,黄石市区
33,经开区
0,汉川市
0,咸安区
0,经开区
0,经开区
0,新洲区
